date;day;month;year;survey;length;ptot;X;Y;long;lat;surveyF;id_newF;log_length;yearF;jd;mo;jd_s;survey_name
18/6/2009;18;6;2009;2;120;0;358802.1825;7644583.06;55.6388;-21.2951;2;452;4.787491743;2009;169;6;-0.211696159;2009-2010
18/8/1998;18;8;1998;1;120;1;344425.0061;7670592.037;55.5026;-21.059;1;453;4.787491743;1998;230;8;0.524690394;1997-2000
19/6/2009;19;6;2009;2;150;1;344425.0061;7670592.037;55.5026;-21.059;2;453;5.010635294;2009;170;6;-0.199624249;2009-2010
11/6/2000;11;6;2000;1;120;1;344425.0061;7670592.037;55.5026;-21.059;1;453;4.787491743;2000;163;6;-0.284127624;1997-2000
11/8/1999;11;8;1999;1;120;1;344425.0061;7670592.037;55.5026;-21.059;1;453;4.787491743;1999;223;8;0.440187019;1997-2000
14/6/2019;14;6;2019;3;80;0;343131.2641;7673325.491;55.4904;-21.0342;3;454;4.382026635;2019;165;6;-0.259983802;2017-2019
18/8/1998;18;8;1998;1;30;0;343131.2641;7673325.491;55.4904;-21.0342;1;454;3.401197382;1998;230;8;0.524690394;1997-2000
20/6/2009;20;6;2009;2;120;1;343131.2641;7673325.491;55.4904;-21.0342;2;454;4.787491743;2009;171;6;-0.187552338;2009-2010
29/6/2009;29;6;2009;2;120;2;363756.2576;7665260.394;55.6882;-21.1087;2;455;4.787491743;2009;180;6;-0.078905142;2009-2010
21/6/2009;21;6;2009;2;120;1;347173.313;7671204.387;55.5291;-21.0537;2;458;4.787491743;2009;172;6;-0.175480427;2009-2010
22/7/2000;22;7;2000;1;120;1;344938.6846;7654643.221;55.5061;-21.2031;1;459;4.787491743;2000;204;7;0.210820716;1997-2000
15/12/1999;15;12;1999;1;120;1;350466.7256;7675928.47;55.5612;-21.0113;1;460;4.787491743;1999;349;12;1.961247769;1997-2000
19/6/2009;19;6;2009;2;150;1;350466.7256;7675928.47;55.5612;-21.0113;2;460;5.010635294;2009;170;6;-0.199624249;2009-2010
30/6/2000;30;6;2000;1;120;2;350466.7256;7675928.47;55.5612;-21.0113;1;460;4.787491743;2000;182;6;-0.05476132;1997-2000
19/8/1998;19;8;1998;1;60;1;350466.7256;7675928.47;55.5612;-21.0113;1;460;4.094344562;1998;231;8;0.536762305;1997-2000
14/6/2019;14;6;2019;3;80;0;339820.7845;7651383.388;55.4565;-21.2321;3;461;4.382026635;2019;165;6;-0.259983802;2017-2019
20/5/1998;20;5;1998;1;120;1;339820.7845;7651383.388;55.4565;-21.2321;1;461;4.787491743;1998;140;5;-0.56178157;1997-2000
18/5/1998;18;5;1998;1;120;0;342719.2296;7658740.699;55.4851;-21.1659;1;462;4.787491743;1998;138;5;-0.585925392;1997-2000
12/6/2009;12;6;2009;2;120;0;340277.7098;7657776.126;55.4615;-21.1744;2;463;4.787491743;2009;163;6;-0.284127624;2009-2010
18/5/1998;18;5;1998;1;120;1;340277.7098;7657776.126;55.4615;-21.1744;1;463;4.787491743;1998;138;5;-0.585925392;1997-2000
12/6/2009;12;6;2009;2;120;1;338882.7366;7658127.896;55.4481;-21.1711;2;464;4.787491743;2009;163;6;-0.284127624;2009-2010
12/6/2009;12;6;2009;2;120;2;339615.1411;7653307.841;55.4547;-21.2147;2;465;4.787491743;2009;163;6;-0.284127624;2009-2010
28/6/2009;28;6;2009;2;120;1;345351.2701;7658245.273;55.5104;-21.1706;2;466;4.787491743;2009;179;6;-0.090977052;2009-2010
24/1/1998;24;1;1998;1;150;1;345351.2701;7658245.273;55.5104;-21.1706;1;466;5.010635294;1998;24;1;-1.962123213;1997-2000
5/7/2000;5;7;2000;1;120;2;369887.2728;7663671.446;55.7471;-21.1235;1;467;4.787491743;2000;187;7;0.005598233;1997-2000
11/6/2009;11;6;2009;2;120;1;369887.2728;7663671.446;55.7471;-21.1235;2;467;4.787491743;2009;162;6;-0.296199534;2009-2010
30/7/1999;30;7;1999;1;120;1;369887.2728;7663671.446;55.7471;-21.1235;1;467;4.787491743;1999;211;7;0.295324091;1997-2000
3/2/1998;3;2;1998;1;120;0;357212.9638;7663909.873;55.6251;-21.1204;1;468;4.787491743;1998;34;2;-1.841404106;1997-2000
20/7/1999;20;7;1999;1;120;0;357212.9638;7663909.873;55.6251;-21.1204;1;468;4.787491743;1999;201;7;0.174604983;1997-2000
8/6/1999;8;6;1999;1;120;1;347339.0423;7656658.501;55.5294;-21.1851;1;469;4.787491743;1999;159;6;-0.332415267;1997-2000
20/7/2000;20;7;2000;1;120;1;347339.0423;7656658.501;55.5294;-21.1851;1;469;4.787491743;2000;202;7;0.186676894;1997-2000
23/6/2019;23;6;2019;3;80;2;347339.0423;7656658.501;55.5294;-21.1851;3;469;4.382026635;2019;174;6;-0.151336606;2017-2019
25/1/1998;25;1;1998;1;90;0;347339.0423;7656658.501;55.5294;-21.1851;1;469;4.49980967;1998;25;1;-1.950051302;1997-2000
29/3/1998;29;3;1998;1;120;0;360131.8608;7640752.925;55.6513;-21.3298;1;470;4.787491743;1998;88;3;-1.189520927;1997-2000
23/4/1999;23;4;1999;1;120;0;342105.3889;7663196.593;55.4796;-21.1256;1;471;4.787491743;1999;113;4;-0.887723159;1997-2000
13/4/2000;13;4;2000;1;120;0;342105.3889;7663196.593;55.4796;-21.1256;1;471;4.787491743;2000;104;4;-0.996370356;1997-2000
23/6/2009;23;6;2009;2;80;1;342105.3889;7663196.593;55.4796;-21.1256;2;471;4.382026635;2009;174;6;-0.151336606;2009-2010
7/3/2000;7;3;2000;1;120;1;347634.6771;7682091.353;55.5345;-20.9554;1;472;4.787491743;2000;67;3;-1.443031052;1997-2000
27/5/2010;27;5;2010;2;120;1;336969.7186;7672037.128;55.431;-21.0453;2;473;4.787491743;2010;147;5;-0.477278195;2009-2010
29/3/1998;29;3;1998;1;120;0;336969.7186;7672037.128;55.431;-21.0453;1;473;4.787491743;1998;88;3;-1.189520927;1997-2000
17/3/2000;17;3;2000;1;120;1;336969.7186;7672037.128;55.431;-21.0453;1;473;4.787491743;2000;77;3;-1.322311945;1997-2000
1/10/1999;1;10;1999;1;120;1;360490.0797;7675639.321;55.6576;-21.0147;1;474;4.787491743;1999;274;10;1.055854466;1997-2000
12/6/2019;12;6;2019;3;80;0;362349.999;7666060.971;55.674727;-21.101363;3;475;4.382026635;2019;163;6;-0.284127624;2017-2019
22/6/2000;22;6;2000;1;120;2;362349.999;7666060.971;55.674727;-21.101363;1;475;4.787491743;2000;174;6;-0.151336606;1997-2000
10/6/2009;10;6;2009;2;120;1;360326.9033;7671564.049;55.6557;-21.0515;2;476;4.787491743;2009;161;6;-0.308271445;2009-2010
7/5/2009;7;5;2009;2;90;1;336217.0958;7654669.36;55.4221;-21.2021;2;477;4.49980967;2009;127;5;-0.718716409;2009-2010
22/6/2010;22;6;2010;2;120;1;336217.0958;7654669.36;55.4221;-21.2021;2;477;4.787491743;2010;173;6;-0.163408517;2009-2010
17/6/2009;17;6;2009;2;120;1;375432.0909;7644718.118;55.7991;-21.2951;2;478;4.787491743;2009;168;6;-0.22376807;2009-2010
20/5/2009;20;5;2009;2;90;1;375432.0909;7644718.118;55.7991;-21.2951;2;478;4.49980967;2009;140;5;-0.56178157;2009-2010
2/6/2009;2;6;2009;2;180;1;375432.0909;7644718.118;55.7991;-21.2951;2;478;5.192956851;2009;153;6;-0.404846731;2009-2010
11/8/1999;11;8;1999;1;120;1;348599.7391;7675468.716;55.5432;-21.0153;1;479;4.787491743;1999;223;8;0.440187019;1997-2000
15/5/2000;15;5;2000;1;120;1;348599.7391;7675468.716;55.5432;-21.0153;1;479;4.787491743;2000;136;5;-0.610069213;1997-2000
30/5/2010;30;5;2010;2;120;0;336135.8251;7669128.154;55.4227;-21.0715;2;480;4.787491743;2010;150;5;-0.441062463;2009-2010
19/5/2000;19;5;2000;1;120;1;336135.8251;7669128.154;55.4227;-21.0715;1;480;4.787491743;2000;140;5;-0.56178157;1997-2000
15/3/1999;15;3;1999;1;120;1;336135.8251;7669128.154;55.4227;-21.0715;1;480;4.787491743;1999;74;3;-1.358527677;1997-2000
16/9/1999;16;9;1999;1;120;0;336054.6286;7666835.528;55.4217;-21.0922;1;481;4.787491743;1999;259;9;0.874775805;1997-2000
29/5/2010;29;5;2010;2;120;1;336054.6286;7666835.528;55.4217;-21.0922;2;481;4.787491743;2010;149;5;-0.453134374;2009-2010
23/7/2000;23;7;2000;1;120;1;339784.7231;7672208.505;55.4581;-21.044;1;482;4.787491743;2000;205;7;0.222892626;1997-2000
20/8/1999;20;8;1999;1;120;0;339784.7231;7672208.505;55.4581;-21.044;1;482;4.787491743;1999;232;8;0.548834216;1997-2000
27/5/2010;27;5;2010;2;120;0;339784.7231;7672208.505;55.4581;-21.044;2;482;4.787491743;2010;147;5;-0.477278195;2009-2010
7/6/2009;7;6;2009;2;75;0;347096.1211;7682983.158;55.5294;-20.9473;2;483;4.317488114;2009;158;6;-0.344487177;2009-2010
15/9/1999;15;9;1999;1;120;0;347096.1211;7682983.158;55.5294;-20.9473;1;483;4.787491743;1999;258;9;0.862703894;1997-2000
3/5/2009;3;5;2009;2;120;1;347096.1211;7682983.158;55.5294;-20.9473;2;483;4.787491743;2009;123;5;-0.767004052;2009-2010
27/12/1998;27;12;1998;1;120;0;347096.1211;7682983.158;55.5294;-20.9473;1;483;4.787491743;1998;361;12;2.106110698;1997-2000
22/11/1998;22;11;1998;1;120;1;374147.9996;7648461.066;55.787;-21.2612;1;485;4.787491743;1998;326;11;1.683593823;1997-2000
29/5/2010;29;5;2010;2;120;0;334607.2835;7667142.192;55.4078;-21.0893;2;486;4.787491743;2010;149;5;-0.453134374;2009-2010
18/5/2010;18;5;2010;2;120;1;332990.6154;7649311.287;55.3905;-21.2502;2;487;4.787491743;2010;138;5;-0.585925392;2009-2010
19/5/2009;19;5;2009;2;120;1;360534.9793;7639704.649;55.6551;-21.3393;2;488;4.787491743;2009;139;5;-0.573853481;2009-2010
22/5/2009;22;5;2009;2;120;0;343728.5718;7651974.627;55.4942;-21.2271;2;489;4.787491743;2009;142;5;-0.537637749;2009-2010
26/8/2009;26;8;2009;2;120;2;343728.5718;7651974.627;55.4942;-21.2271;2;489;4.787491743;2009;238;8;0.62126568;2009-2010
22/5/2009;22;5;2009;2;60;1;343701.9118;7652594.372;55.494;-21.2215;2;490;4.094344562;2009;142;5;-0.537637749;2009-2010
16/7/2009;16;7;2009;2;120;1;343701.9118;7652594.372;55.494;-21.2215;2;490;4.787491743;2009;197;7;0.126317341;2009-2010
2/11/2000;2;11;2000;1;120;1;365533.1025;7639846.218;55.7033;-21.3384;1;491;4.787491743;2000;307;11;1.454227519;1997-2000
26/5/2009;26;5;2009;2;120;0;365533.1025;7639846.218;55.7033;-21.3384;2;491;4.787491743;2009;146;5;-0.489350106;2009-2010
2/4/1998;2;4;1998;1;75;1;365533.1025;7639846.218;55.7033;-21.3384;1;491;4.317488114;1998;92;4;-1.141233284;1997-2000
2/6/2009;2;6;2009;2;120;1;376512.5905;7655541.694;55.8103;-21.1974;2;493;4.787491743;2009;153;6;-0.404846731;2009-2010
14/8/2009;14;8;2009;2;70;1;334355.353;7687212.44;55.4073;-20.908;2;494;4.248495242;2009;226;8;0.476402751;2009-2010
29/4/2010;29;4;2010;2;120;1;359351.6155;7675054.054;55.6466;-21.0199;2;495;4.787491743;2010;119;4;-0.815291695;2009-2010
1/2/1998;1;2;1998;1;120;0;359351.6155;7675054.054;55.6466;-21.0199;1;495;4.787491743;1998;32;2;-1.865547927;1997-2000
19/6/1999;19;6;1999;1;120;2;359351.6155;7675054.054;55.6466;-21.0199;1;495;4.787491743;1999;170;6;-0.199624249;1997-2000
5/9/1998;5;9;1998;1;120;2;359351.6155;7675054.054;55.6466;-21.0199;1;495;4.787491743;1998;248;9;0.741984787;1997-2000
25/8/1998;25;8;1998;1;120;2;365421.2988;7664897.653;55.7042;-21.1121;1;496;4.787491743;1998;237;8;0.609193769;1997-2000
22/6/2000;22;6;2000;1;90;2;365421.2988;7664897.653;55.7042;-21.1121;1;496;4.49980967;2000;174;6;-0.151336606;1997-2000
06/6/2019;6;6;2019;3;80;0;365421.2988;7664897.653;55.7042;-21.1121;3;496;4.382026635;2019;157;6;-0.356559088;2017-2019
14/12/1997;14;12;1997;1;300;2;365421.2988;7664897.653;55.7042;-21.1121;1;496;5.703782475;1997;348;12;1.949175858;1997-2000
30/7/1999;30;7;1999;1;120;2;365421.2988;7664897.653;55.7042;-21.1121;1;496;4.787491743;1999;211;7;0.295324091;1997-2000
3/2/1998;3;2;1998;1;120;1;370907.199;7662085.364;55.7568;-21.1379;1;497;4.787491743;1998;34;2;-1.841404106;1997-2000
8/10/1999;8;10;1999;1;120;1;370907.199;7662085.364;55.7568;-21.1379;1;497;4.787491743;1999;281;10;1.140357841;1997-2000
11/6/1999;11;6;1999;1;120;0;344549.2166;7673969.896;55.5041;-21.0285;1;498;4.787491743;1999;162;6;-0.296199534;1997-2000
18/8/1998;18;8;1998;1;60;0;344549.2166;7673969.896;55.5041;-21.0285;1;498;4.094344562;1998;230;8;0.524690394;1997-2000
16/7/1999;16;7;1999;1;120;1;347058.771;7672354.715;55.5281;-21.0433;1;499;4.787491743;1999;197;7;0.126317341;1997-2000
21/6/2009;21;6;2009;2;120;2;347058.771;7672354.715;55.5281;-21.0433;2;499;4.787491743;2009;172;6;-0.175480427;2009-2010
19/8/1998;19;8;1998;1;85;1;347058.771;7672354.715;55.5281;-21.0433;1;499;4.442651256;1998;231;8;0.536762305;1997-2000
21/6/2010;21;6;2010;2;120;1;334069.398;7655544.644;55.4015;-21.194;2;501;4.787491743;2010;172;6;-0.175480427;2009-2010
3/10/2000;3;10;2000;1;120;0;334069.398;7655544.644;55.4015;-21.194;1;501;4.787491743;2000;277;10;1.092070198;1997-2000
6/5/2009;6;5;2009;2;120;2;338486.4668;7653008.92;55.4438;-21.2173;2;503;4.787491743;2009;126;5;-0.73078832;2009-2010
28/5/2010;28;5;2010;2;75;0;336303.604;7672130.206;55.4246;-21.0444;2;504;4.317488114;2010;148;5;-0.465206284;2009-2010
15/7/2000;15;7;2000;1;45;1;336303.604;7672130.206;55.4246;-21.0444;1;504;3.80666249;2000;197;7;0.126317341;1997-2000
29/4/2010;29;4;2010;2;120;1;359879.0076;7676608.367;55.6518;-21.0059;2;505;4.787491743;2010;119;4;-0.815291695;2009-2010
25/6/2009;25;6;2009;2;100;0;346752.5802;7676248.877;55.5255;-21.0081;2;506;4.605170186;2009;176;6;-0.127192784;2009-2010
6/5/2009;6;5;2009;2;45;1;329708.0631;7653562.447;55.3593;-21.2115;2;507;3.80666249;2009;126;5;-0.73078832;2009-2010
21/8/2009;21;8;2009;2;60;1;354858.3489;7686108.047;55.6043;-20.9197;2;508;4.094344562;2009;233;8;0.560906126;2009-2010
30/5/2009;30;5;2009;2;120;0;354858.3489;7686108.047;55.6043;-20.9197;2;508;4.787491743;2009;150;5;-0.441062463;2009-2010
28/5/2009;28;5;2009;2;120;2;328963.3612;7683449.025;55.3551;-20.9415;2;509;4.787491743;2009;148;5;-0.465206284;2009-2010
19/6/2009;19;6;2009;2;120;1;324877.0264;7669511.108;55.3144;-21.067;2;511;4.787491743;2009;170;6;-0.199624249;2009-2010
7/5/2010;7;5;2010;2;120;0;354327.7461;7674246.845;55.5982;-21.0268;2;512;4.787491743;2010;127;5;-0.718716409;2009-2010
27/5/2009;27;5;2009;2;180;1;359227.1618;7666462.321;55.6447;-21.0975;2;513;5.192956851;2009;147;5;-0.477278195;2009-2010
21/6/2009;21;6;2009;2;150;1;359227.1618;7666462.321;55.6447;-21.0975;2;513;5.010635294;2009;172;6;-0.175480427;2009-2010
4/5/2010;4;5;2010;2;120;1;357036.2545;7649582.819;55.6222;-21.2498;2;515;4.787491743;2010;124;5;-0.754932142;2009-2010
30/6/2009;30;6;2009;2;60;1;330582.8604;7687849.95;55.3711;-20.9019;2;516;4.094344562;2009;181;6;-0.066833231;2009-2010
28/7/2009;28;7;2009;2;120;1;330582.8604;7687849.95;55.3711;-20.9019;2;516;4.787491743;2009;209;7;0.271180269;2009-2010
30/6/2009;30;6;2009;2;75;0;336892.3379;7678856.39;55.4309;-20.9837;2;517;4.317488114;2009;181;6;-0.066833231;2009-2010
21/6/2010;21;6;2010;2;120;1;334724.3055;7656503.414;55.4079;-21.1854;2;520;4.787491743;2010;172;6;-0.175480427;2009-2010
21/6/2010;21;6;2010;2;30;1;357079.3772;7641080.769;55.6219;-21.3266;2;521;3.401197382;2010;172;6;-0.175480427;2009-2010
1/1/1998;1;1;1998;1;120;0;357079.3772;7641080.769;55.6219;-21.3266;1;521;4.787491743;1998;1;1;-2.239777159;1997-2000
5/1/1998;5;1;1998;1;120;2;357079.3772;7641080.769;55.6219;-21.3266;1;521;4.787491743;1998;5;1;-2.191489517;1997-2000
5/6/2009;5;6;2009;2;120;0;357288.5998;7674416.495;55.6267;-21.0255;2;522;4.787491743;2009;156;6;-0.368630999;2009-2010
7/5/2010;7;5;2010;2;25;1;353722.6238;7652232.769;55.5905;-21.2256;2;531;3.218875825;2010;127;5;-0.718716409;2009-2010
24/6/2010;24;6;2010;2;120;1;332659.3585;7664542.865;55.3888;-21.1126;2;537;4.787491743;2010;175;6;-0.139264695;2009-2010
13/7/2009;13;7;2009;2;240;1;338628.4785;7666074.774;55.4464;-21.0993;2;542;5.480638923;2009;194;7;0.090101608;2009-2010
21/6/2010;21;6;2010;2;240;1;355593.0977;7641410.898;55.6076;-21.3235;2;543;5.480638923;2010;172;6;-0.175480427;2009-2010
29/3/1998;29;3;1998;1;60;0;355593.0977;7641410.898;55.6076;-21.3235;1;543;4.094344562;1998;88;3;-1.189520927;1997-2000
1/1/1998;1;1;1998;1;120;1;348211.3731;7673605.255;55.5393;-21.0321;1;545;4.787491743;1998;1;1;-2.239777159;1997-2000
2/6/1999;2;6;1999;1;120;1;348211.3731;7673605.255;55.5393;-21.0321;1;545;4.787491743;1999;153;6;-0.404846731;1997-2000
9/10/2000;9;10;2000;1;120;0;348211.3731;7673605.255;55.5393;-21.0321;1;545;4.787491743;2000;283;10;1.164501662;1997-2000
14/6/2019;14;6;2019;3;80;0;348211.3731;7673605.255;55.5393;-21.0321;3;545;4.382026635;2019;165;6;-0.259983802;2017-2019
20/10/1999;20;10;1999;1;120;1;325156.1433;7677541.339;55.3179;-20.9945;1;546;4.787491743;1999;293;10;1.285220769;1997-2000
27/6/2000;27;6;2000;1;120;2;325156.1433;7677541.339;55.3179;-20.9945;1;546;4.787491743;2000;179;6;-0.090977052;1997-2000
08/6/2019;8;6;2019;3;80;1;325156.1433;7677541.339;55.3179;-20.9945;3;546;4.382026635;2019;159;6;-0.332415267;2017-2019
25/6/2009;25;6;2009;2;100;1;328496.7562;7679270.148;55.3502;-20.9792;2;547;4.605170186;2009;176;6;-0.127192784;2009-2010
7/5/2009;7;5;2009;2;120;1;330667.5999;7652132.994;55.3684;-21.2245;2;548;4.787491743;2009;127;5;-0.718716409;2009-2010
1/2/1998;1;2;1998;1;80;0;360866.0351;7672952.382;55.661;-21.039;1;549;4.382026635;1998;32;2;-1.865547927;1997-2000
